achievement_count,athlete_count,athlete.id,athlete.resource_state,average_speed,comment_count,commute,display_hide_heartrate_option,distance,elapsed_time,elev_high,elev_low,end_latlng1,end_latlng2,external_id,flagged,from_accepted_tag,has_heartrate,has_kudoed,heartrate_opt_out,id,kudos_count,manual,map.id,map.resource_state,map.summary_polyline,max_speed,moving_time,name,photo_count,pr_count,private,resource_state,start_date,start_date_local,start_latitude,start_latlng1,start_latlng2,start_longitude,timezone,total_elevation_gain,total_photo_count,trainer,type,upload_id,upload_id_str,utc_offset,visibility,average_cadence,average_temp,average_watts,device_watts,gear_id,kilojoules,location_country,max_watts,suffer_score,weighted_average_watts,workout_type
0,1,16188172,1,5.824800000000001,0,FALSE,FALSE,7.230899999999999,4749,289.9,176.6,12.11427,-86.279773,64FFC1B1-3D62-43E4-ABDD-12603A847A06,FALSE,FALSE,FALSE,FALSE,FALSE,2763147051,4,FALSE,a2763147051,2,sa}hArormOFi@Em@@GLKd@ElAB\M^?v@WL?JED?JFBTTXXJb@E\DRKb@AJGh@ALKXIv@Kn@F|BI\BPAZDJAd@Jd@BPJVARBFABI@K?qAEkAE]AmAC_@As@EIC]GOMu@IQSMQk@I_@?[NUZYPWNId@q@DSB{@LaA?u@HOTMLO@WD]Be@Lq@NGj@GHMJk@?UHa@E@CEBUCSOUFME@ECa@_@YIm@Ci@Ia@Ci@?YEQIAEBSJGf@@XFTAz@RV?XFn@B^JZBl@@h@LfA?hBPPCPDh@?LBLFvALl@JXABIDCh@FJA`@Dh@Gd@?P@NLVFb@IL?VJp@HHFb@JBCNHv@PHFD?JCp@AXEZ?p@Nn@FHDX@PLb@?f@EXDj@@TCXBBBR?PDl@BDJ?XDb@?^Ej@@ZM\?TIX@FBHHFNFHHLBFFNPJVWxACBGNQ\c@ZCJ?l@N^C^S`Ay@jBGt@Bb@Es@@c@@G\i@j@sADa@Au@@s@BOFIKFGLDl@Av@G`@YbAKVKLOd@FnBHj@HFXAX@XGJ?v@M\CXBPAj@FRAb@HXErALj@Ad@IT?b@FXJl@DXJJ@TARJh@Hv@?l@HZ?r@LT?BCAYDBII?c@CSCKGICYGCAEAMBKGQHa@V]REDCFe@G[B_@@EROEC_@CeAMKDSAa@UMCg@Yk@S]EQKK@o@GYHSEq@Aa@Fa@MSCe@Kq@YOKaB}@a@m@OQa@WEMi@OEBLTBR?\EJMv@EJQTa@REFHtA?`@Qz@IPMd@KNCPWz@BJA`@BRCh@BZSFc@DWF{@b@OPkA`@g@FiA@g@BWH{@l@SHYB}@?qAM}@Qc@BwBAcAQ_@Cc@I]Co@Ju@XKBo@Do@A_ARsAN{@Fc@?a@CkADkAESDQHIBaBC_AMoCSa@BmALmFVEAg@YIIK[GI]A[NSDaA\E?]EsAHKN?DB`@EJ@LAPDJ,12.24,4469,Hash Prep,0,0,FALSE,2,2019-10-04T22:21:22Z,2019-10-04T16:21:22Z,12.114341,12.114341,-86.279773,-86.279773,(GMT-06:00) America/Managua,212,1,FALSE,Run,2928259676,2928259676,-21600,everyone,NA,NA,NA,NA,g3492473,NA,NA,NA,NA,NA,0
0,1,16188172,1,6.6240000000000006,0,FALSE,FALSE,6.3229,4725,289.9,176.6,12.11439,-86.279835,3FEDE05A-2FF7-4F62-BB19-152D888CE6FD,FALSE,FALSE,FALSE,FALSE,FALSE,2781241687,1,FALSE,a2781241687,2,ia}hAtnrmO?m@BSBCZGp@?^BZA^KfAO`@OD@Lf@RPLDLE`@?l@D`@A`@GLE`@Ez@A^MZCZ@PDx@Dr@?\DLDR?`@Dd@CJ?HDRCN@DA?QEY@_CEe@?DCSC_BES?SGaBGSSc@U]IG@BEC@EM]AS@MFIn@k@T]RSTg@BC@BBE@m@JgABgADS^W?KIIDADJN{@Fk@DYHCRDLAHEDEFQNwA@k@CQOWOQa@[a@IcCK]ESIIIAK?EHGJ?^LDABED?\FZ@v@Jr@B`@FH?LFJ@J?JCPBLAp@Hx@DXFR?d@DVFp@?j@BRJL?^HLA\DZAtANd@?lAIl@B?EFF`@NRBNJF@HEFML@RFDCRD^L^@RFNHZDHFJLAEMGTHN@NGJ@^AZFDAAEH?r@LXPLCt@LVCTBDEF@JCl@Fn@ER@b@HBQBFNJJ?DABBDL@RIdAKl@Ar@EP@PQ\DBADb@P`@VBCCAIFBGDAJLPBVL`@d@JPz@t@VJZVh@V`@ZNHl@JHCJDE@CCL?LBd@KL@JDj@DXGXAPBb@THADGCCGBJF\Hb@RXB`@NP@AJBDLETFlAFLBJAJJSNARGHDVCT?LMNK@EBEJIFKVCd@BRAHPd@N`ADPAHD@w@GOEeBCQC_@AiBYSGg@Aw@OoAFm@AE@c@IaAE_@Ic@Eq@D{@Lu@@OJI@CDYDSAKGODNM?EE_BBKDVCRF^@j@_@FIFU?SBOHK?]Ro@NWZUF}@H[?IDc@@YB[Le@Zk@PiAH[AUEi@AKOKEuCDiAKSGo@O]Cg@@E?oA`@EAm@Hk@?[B}CVq@@BBE@c@A}@BwAAABQ?_@Lm@FOGg@CAJMGuASq@@KCY?UEk@@SDgAHkB?E@a@@mAHYCQEMQQe@MCMBe@X]H{@ZKKKC{AFGDADHb@?f@ENUJ,14.4,3436,Hash Prep II,0,0,FALSE,2,2019-10-11T23:02:47Z,2019-10-11T17:02:47Z,12.114294,12.114294,-86.279625,-86.279625,(GMT-06:00) America/Managua,162.7,1,FALSE,Run,2947161406,2947161406,-21600,everyone,NA,NA,NA,NA,g3492473,NA,NA,NA,NA,NA,0
0,1,16188172,1,8.4384,0,FALSE,FALSE,6.120100000000001,3011,290.1,176.6,12.114428,-86.280014,3F497D87-6994-47C9-8D34-69CB4F3BC535,FALSE,FALSE,FALSE,FALSE,FALSE,2787042109,1,FALSE,a2787042109,2,ma}hArormOJE@EIwA@GFEfA?z@CXG^KRCl@SNBDDJ^RRb@Lf@AZGR?tAUv@?^G`AIz@BXDh@Bx@H|AFJBd@CDE@IE]@OB_@Cy@@_@OuCOa@?_AKg@_@aAOSIWC[HQ`@a@n@s@Ze@F]@]CB@DFA@EG@CEAGTuAJoAHKZIDGBMDmAD[HCL?PCLGDEPwADy@CMUg@k@c@c@EgBCiAMMGAG@GNMAEI?pBHj@L^BNDxA@PDl@Bx@JV?PAT@bCVh@DV?v@Hr@PdBAdA@JGDIDAVFd@BJDDJFD\B\JFAHGJCr@Fn@LGGD?hAPV@BJLBz@C^@FBHJJ?nBXT@z@CHDZBPIR@`@E\@\HDCF@b@FDB?NI`@CpAQxAOf@@PBBJ@DF\NPRDBDAJDD?LHPJDHh@f@LHNLZPXXr@\TPXDv@VhADJDHLDIl@ATEj@E|@VZCt@\XZTDV?NFP@f@HJCD@^H?DIBAD@JC@@PCRDPE\?LYFGNKFIR?b@@`@Pp@FHFVB`AC@u@OsBS]IYBIAq@SeACg@KQA[Gk@Ag@FQ?k@EqAOUFm@MWCEB?BMAs@Fw@Pe@Fc@?uANk@Jq@ZINa@FGBSRUDcCBq@d@k@Vc@NwAAw@Wo@KS@kA?i@F]Ac@MM?i@Wi@Io@L]?SHQBSJg@TYEO?m@HMFU@QHOBsBB_@D{@Eu@B{AAQBAFu@@E?KIOAW@wAMe@?E@ADMCo@?UEs@Ds@H{ABsAJu@JO?UIIMMYc@k@IAeBp@UF{@GG@UG[DEBIb@MXE`@BF@XGFALDNCHE?,15.840000000000002,2611,😜 🌶 Loco Chili Hash 🌶 😜 ,0,0,FALSE,2,2019-10-13T21:01:50Z,2019-10-13T15:01:50Z,12.114312,12.114312,-86.279771,-86.279771,(GMT-06:00) America/Managua,156.8,1,FALSE,Run,2953356398,2953356398,-21600,everyone,NA,NA,NA,NA,g3492473,NA,NA,NA,NA,NA,0
3,3,16188172,1,9.370800000000001,0,FALSE,FALSE,6.9647,2756,205.4,190.9,12.111356,-86.278293,C8900214-A54F-42E5-86F8-CE97A2F18BAB,FALSE,FALSE,FALSE,FALSE,FALSE,2808126146,1,FALSE,a2808126146,2,em|hAnfrmODCECM?QBKFO^Gb@BHVVVLH@`@?XKf@Bj@H^Ad@DJEDGNc@?KI_@OWGGUCYKQ?i@Je@KU?]EW@UFGDKPAv@BNJJJHZHfCDp@DVAHEPWFq@AKMWSOSI{@DQCw@?SCu@BWLKRI^?TDNNLLHRFzA?n@Cd@BXFR?JIJSDc@AUGUIOMKSIu@@c@FkBISBOHMRER?^BNHLNLZLf@Dl@Gn@Ch@@XDHAHCJKJYBSOs@KKc@O]CgBFy@CMBMJOXEV?ZBHJN`@RVBtAApBHFGHOFe@Ei@CKIK]SO?i@B_@Ca@DkAGSFYXEJCXBRNRRLVFRBp@?p@F`@IP?NDPCNGNOLi@CSM[GIOG[C]@cDAOFONIRCVBRDHRTRHXB`AAnADf@DLGT[BK?]EYISMOICcAC_@DwB?G@MJINERAR@NHRLJ~@HZA^Fx@?t@FHCLKTe@ASIc@MUWOa@Cg@Dq@I]HaA?KBIJGZGd@@HHNVRPDXD|@AT@LAb@Bx@EHCFIDWHK?QMa@IOWKe@Hg@IM?YEQAMG[Fa@@KDU\GPAJBRJVFFTHl@FvA?`@D`@GRGDKRm@AQM]CEMCo@?y@IQ@u@Ai@@WPEFM\@VHPJJh@R`@Db@ApAFb@KPMVc@@QAMIUGMUEaA@u@G_@?a@GY@MDICBDAHUn@@XRZ\PJB`DH\ANIPYHYAQK]KOKGMAg@DKE{@CKEMA[@[CYDCNSb@?^FPLNNLPHP@hAA^DhADLITe@FY@a@GOIIMIWIaAAYIOAuABMBQLSVGRBXHXLPPH\Hv@D^Av@Bd@CJCTSPWFYAUYc@m@UUAaAFeAGg@BOHMRGPAZJXPXNLPDbB?|AFJAJMD[Ra@?UEMQQMIMEgAA]Eg@?YBWCU@QHQPIX@VHVNRPHVFt@@fBJXATMRYDY?_@EKSUUKc@GMQ_DR_@?AF,16.2,2676,Rainbow 🌈 Run,0,0,FALSE,2,2019-10-22T11:41:03Z,2019-10-22T05:41:03Z,12.111078,12.111078,-86.278318,-86.278318,(GMT-06:00) America/Managua,203.7,1,FALSE,Run,2975880676,2975880676,-21600,everyone,NA,NA,NA,NA,g3492473,NA,NA,NA,NA,NA,0
0,1,16188172,1,8.478,0,FALSE,FALSE,7.8928,3709,391.1,301.1,12.088528,-86.332908,F4B300BB-782F-48D2-84DF-A3BBAB58B513,FALSE,FALSE,FALSE,FALSE,FALSE,2822456806,1,FALSE,a2822456806,2,qaxhA|w|mO]a@Sk@AI@OAE?MSq@?QIg@M]EY?OIg@LxALf@ADYEWKaA?KEQMM?q@LUPQBYLcAl@WHa@FOFe@@EABEEAEgAW}@ISIe@?EWHi@`@m@FJDHI\O^EN?LFBD?TLd@R\BNAVP|AHNVhAJp@HPRRNh@LL@RNr@@f@JNJd@HFHBXGZ?n@ZRDRE`A?ZBjBC|AFb@AXDn@N`AA^J\^`@Rn@PrAL\OD?|@^VARJPDf@TP?XFhAHXFl@Av@@`@Gb@@TKr@IXK^UP[XSb@k@RO`@e@PIBEVOFKVQl@WXGR@`@AV@z@GJCPOHCV?JBf@KNANGXGNORBd@EJ@JEPB~@Cd@QNILOJORE?EDCRCLCCDG?y@H@JOGk@]KAeBw@k@IoAa@]Ce@BOEIA]Fu@Ia@Fg@GMEOOIEWIq@]g@MOK[CSM[AkAQa@Wa@OLFHCLMD[Qs@CUBk@Q}AA_AIc@MWAQKAQIQUGa@?Wi@gAG[@q@Xu@@_@NO`@Q@EAKQq@AMGc@IOBON[F[HKC}@f@aABgAEk@KUHs@?u@CSKMC_@?g@D_@?KBCzAHVCv@Fn@Cb@Hj@EZ@\CPB`@Af@DLCV@XEX@\?l@Fl@QRBJDLNLBF?JGb@ANBFAKBAZJTEE@JAq@RKX@f@?L@n@BVEh@BbAGXDX@ZEj@Jd@?@FMNDd@CR@TKr@DT?r@FJBBP?v@N~@CfDNP@h@TAFDT@t@JX@RRx@LJXLBFHb@T^HR?Lp@nAX^LZDTZl@J|@?f@Jr@CtACRM`@EVi@l@INQPSF_@P_@^QBSL{@VQPk@Hg@TWDM?YHYTu@Jk@b@KNOLKZGD]R_@f@{@l@IJGXIL_@^_@TORMF]BULEA_@]SEa@UQ?ICSUm@MWM]CmA]e@Ke@@q@La@Ec@@QCiBw@e@Kw@Yw@IQMUAc@O]Q_@KQUa@Og@m@WQOSSKQUaAW_@Wk@SWG_@O]Sc@Gm@@_@CWDK?mA[M?KF[h@CNm@pA?VGP{A~CU\KH]DUJ]HaBh@CBNDHJFP?GAJL^@^KTJLIDJE,19.08,3352,Coco Chanel Fashion Hash ,0,0,FALSE,2,2019-10-27T21:03:03Z,2019-10-27T15:03:03Z,12.088737,12.088737,-86.332302,-86.332302,(GMT-06:00) America/Managua,142.8,1,FALSE,Run,2991244435,2991244435,-21600,everyone,NA,NA,NA,NA,g3492473,NA,NA,NA,NA,NA,3
0,1,16188172,1,3.8736,0,FALSE,FALSE,1.4424000000000001,1651,6.7,1.3,12.389136,-87.058462,ABF99C35-A503-4A5C-9FA0-CB498C521750,FALSE,FALSE,FALSE,FALSE,FALSE,2849074306,1,FALSE,a2849074306,2,awsjA~elrO]d@[p@ITKNQd@MPEHEBKTDCIHMTKBCDCGD@HGr@_Ar@{@`@o@JCBEJ]\o@J]LOb@aANU`@y@ZaA\s@Ra@JGb@_AT]VUbA}ARa@DWZk@NQLWLIPS`@w@\a@Lk@d@}@l@y@^}@\g@@KNS^m@v@cA\k@x@_BXa@Ji@JSLy@@_@He@JU@IN@E?,5.760000000000001,1340,Turtle patrol 🐢 ,0,0,FALSE,2,2019-11-08T02:14:34Z,2019-11-07T20:14:34Z,12.394254,12.394254,-87.066714,-87.066714,(GMT-06:00) America/Managua,3.9,1,FALSE,Walk,3020836369,3020836369,-21600,everyone,NA,NA,NA,NA,g3492473,NA,NA,NA,NA,NA,NA
0,1,16188172,1,5.7168,0,FALSE,FALSE,7.0175,4684,495.1,374.4,12.073428,-86.321952,E3C89137-9C62-4723-BE1E-2F7236BCE3E3,FALSE,FALSE,FALSE,FALSE,FALSE,2856309195,2,FALSE,a2856309195,2,q_uhAxvzmOOFY@YHEACEG_@GO?SSmA[mACc@Cu@HINCz@@b@HbAQFCBK@i@Ia@RO?OJSt@A^@NBn@\BBNf@Zt@BCL?r@rA@ZO|@@ZXf@PJJ\PRJZHFCD_Ab@HCfAi@LCNMRK\YP[t@aAHSNODQZ_@^s@Pi@Ra@HGTA^DPFDB@JEj@G\e@zAc@bA[j@SNKPUHg@Ze@^W^Wt@I^?t@Lf@T|ADf@@d@ADC@JDv@DnB?ZJDRDBXCT@RAF@TRX^XP^\Zf@HFRBPHDJ?TELJTEf@@FPZh@h@LHj@Nb@Dz@BHBTPt@pCP\@^LV?FGHAXO`@DLZd@HFRBHHJ?x@[ZIRKjAQr@QRA`@Dh@Ht@FZA\DZ?hAHL@NFZRLLj@^r@VfAd@l@HlAZPHNND@LCP@LIJCRHZFv@GDCFIJGF?DDHBAEDGAMBADYCC@MGI@EBEBA?DPKNULs@KO?GDKPMl@DDCFMDCPFRCRDHCJHR@NJNXDXJLDPj@x@DBNANHVDHHVJVVNz@JN\JL?HFFHDBN@TTNHXDx@XDDHZJNJDPA\JL@j@TLTJDBD@PJ\@XCB@JHD@FEHQFCBKCOKQCIDKPKFM?INBBI^@JGVUZGPMJG@UE[B[AOHYFS?QBQAEBCJIH]FS\IFUAOHM?WFQCSJKAM@U?W@ODIGCBMAUHW?SBCBELq@Xe@B[DIDU?g@SM?IFM?a@Oa@GKCMDQIUAGKOI]?KDOCS@KGc@E[UMCQKO@SCQBo@BMBULM@GLWJa@Ba@CIDYAg@TUBM?[JKFw@NIFSFYBYLSEYDCEKGYCs@Yw@OYQsAg@i@UOKq@S[EUI_@Ig@Yg@KIICKMO[IY_@UM_@IWQIIGW?IQICKMMEMIK[GOBYES@EIML]H[KIKGOKKIWMOCKIGIOUQU]KEGIMAIUc@k@WEOUSMY@e@OQKUCg@[WEg@Oo@w@M_@Me@o@gACM]}@C_@_BaDQe@OaAAWHk@Cq@@UE]DYAg@Je@@QAUBa@BKCU?UNGFK\IRCJGJWAYKYG[OmBSoAC[CI,14.76,4418,Dress code Hash,0,0,FALSE,2,2019-11-10T21:04:06Z,2019-11-10T15:04:06Z,12.073053,12.073053,-86.321887,-86.321887,(GMT-06:00) America/Managua,213.4,0,FALSE,Run,3029098123,3029098123,-21600,everyone,NA,NA,NA,NA,g3492473,NA,NA,NA,NA,NA,0
0,1,16188172,1,4.6836,0,FALSE,FALSE,4.6291,3712,223.1,156.3,12.119397,-86.32739,F49125AA-05D9-48E4-9F56-DD9F77662BED,FALSE,FALSE,FALSE,FALSE,FALSE,2872797591,2,FALSE,a2872797591,2,ya~hAby{mO]YWK[Gq@]GIG?w@g@q@Wo@Oi@GKBK?YGM?a@Ia@Ea@KIEa@Ie@QcASUKm@Im@WIKYy@Wa@k@i@U]_AmAg@c@OYgBiCo@_@UE[De@LeA`@oATs@RE?EACHIB_@HS@_@ASGq@]]Om@Qc@Im@O}@a@KKs@iAMEg@g@OUUo@U]a@wA_@_AIYYu@MQKUI]Uk@EWWi@y@}BIQMi@_@{@Ee@Ac@Ba@GiAGiGEe@c@oAi@eA]]e@m@KC?DNPNJTX`@\Tn@`@n@FPDZDRCN?RF|@ATDnCAb@@`@BD?l@BXCd@J\IN@ZA`@H`B?vACLDz@FlDBRADJDL?d@A\@Zm@d@{@LGJ@JDHVR^Lf@Zt@FZz@zBx@t@Zb@PRHP\VRDXLVDLAXRp@HTHx@f@d@FT@RCl@Qt@YTA`AUlBs@TER@RHl@j@NXj@j@\d@f@x@b@d@t@dAx@z@\n@L`@\b@n@T|@L|Ah@|@LVHvAVf@FLAjB`@f@Z`@PJ?DJHFb@JLNj@L`@VPB,7.2,3559,Managua ramble with the kids,0,0,FALSE,2,2019-11-17T21:09:21Z,2019-11-17T15:09:21Z,12.119491,12.119491,-86.327378,-86.327378,(GMT-06:00) America/Managua,101.5,2,FALSE,Walk,3048840204,3048840204,-21600,everyone,NA,NA,NA,NA,g3492473,NA,NA,NA,NA,NA,NA
0,1,16188172,1,5.9472,0,FALSE,FALSE,9.5115,6672,740.4,467.4,12.053922,-86.32022,914317FB-A1F4-453E-959D-6888CAC7ECAC,FALSE,FALSE,FALSE,FALSE,FALSE,2889418443,3,FALSE,a2889418443,2,ueqhAxmzmOn@V`@n@f@Zh@DtAQBUAYQg@SOs@aA_@o@@QHCf@NTIHSI[WYwAq@{@w@q@]HLGAMOb@XE?AKWIVRFGXLCMOIDHE?RFh@ATLl@HdACZJRGj@p@J^NLTl@r@n@VJPb@p@b@f@JXn@XRLXb@RGD~A^GGdA`@X`@ZdAh@f@dACVB`@RJR\Jt@MZANHrALL`@r@`ADPlClDRl@lAdABVTJTbAlAvB^Hd@Z`@z@XRBNPTd@Zn@|@b@L`@`@x@^XB\P`BZp@^tC\v@^HRrAr@j@CNKVATWAQXc@LAd@{@XUJn@p@VfAjBr@n@z@lAHCLW?Ob@YL^XVh@RVA\d@f@MRMj@GDi@XIxAPHH?JT@ZXX@n@Tb@X\BLLNf@CXX^VLHp@\L`@dAHdACh@`@|@Rr@Hz@Pf@?vADXX^C^LTIb@Tn@@l@FP@^HfALl@\Zh@vAz@~@JVb@ZD|@LP@PN\p@H`@b@@PMLu@`Bm@p@cA\_AEm@FkC~@P\i@Oo@A_BXc@Pu@l@m@x@CA?LIPO?KQPAAi@JKLqAEKFOKMJc@[Em@x@g@Q@k@Q_@QGq@HME_@w@COUY{A{@wAaAo@u@Yo@OOAUU]ES[_@OEEm@QMASk@]i@q@kDsCWaA[u@G{@Ww@U]c@mAAQ_@g@EOm@i@iCKWGy@g@Yc@Og@i@i@IW[[a@aA_@k@CQ}@sBCa@KS@SG}@Sc@y@gD]k@eAs@u@gA_A]WSVV?^u@n@AXYj@@Pq@jAKHo@Hg@d@iAZe@XBB]\CXFJ`@Xh@JbAf@f@f@n@LTNFj@LLWA@MMQc@EOU[EMUs@YY[SECMMAQHWI]F]Sa@@KIG[O?AD\GRSRA\c@D]Ou@}@[@Y\KXWCe@R[NoASu@Gi@e@a@[e@g@[e@Eg@JSPQ?OSD]KDW_@qAKEGY@Of@g@^c@Fm@C_AWc@Bd@Av@Hq@}Aq@a@]a@Yg@OIy@?o@Ok@OYYGa@U_@IaAGGOHEAMY@o@I{@}@cA]eA[_@T_AEOUWWq@k@WE_@JKFm@SYm@U?KKMa@M,14.76,5757,The Bush Hash,0,0,FALSE,2,2019-11-24T21:04:54Z,2019-11-24T15:04:54Z,12.053559,12.053559,-86.320445,-86.320445,(GMT-06:00) America/Managua,384.1,2,FALSE,Run,3069668827,3069668827,-21600,everyone,NA,NA,NA,NA,g3492473,NA,NA,NA,NA,NA,0
0,2,16188172,1,13.6332,0,FALSE,FALSE,13.0648,3864,342.1,225.4,12.099744,-86.255034,877869CD-810B-4079-8256-94E5703AE815,FALSE,FALSE,FALSE,FALSE,FALSE,2900270016,4,FALSE,a2900270016,2,qfzhA`ummOENBXJLRDrCKvC?pBGvB@FNJlD^vCRAbC{@t@Gr@BTDNLn@PBDdCX|C`A^PHHJTF`@DFPHRB^Gh@Qf@A`ELrC\ZN`Dn@t@TtAXd@NlHjA~Bb@PLRxAPRbBNhBVFBV\FR@x@E\@VAv@_@fCQ^QLSCg@Fx@BDICGI?YF_@ACBBBDA{@A{AJqAQaBA{B@s@F_@F}@?o@Fi@PKJU@OEmAN_AD}@Ra@TeAXaARu@A_CUgABWE_@@OCCEYCUBKEMDME]@c@EqAWGG_@Km@e@i@[{@w@o@Yi@Ha@IiBMmA?iAG]I}Aq@k@]YIUEU?WO_@G{@Ic@Ks@COSHID@@DKBAEBa@?k@Iw@?kBCWQm@e@u@K[Em@As@NEpGg@dAU`C}@`CsA~By@f@I`@AbABxAf@|@FPFJAnBf@t@X|@`@DDX~@VL|@UPKVa@p@k@h@Kt@EvAc@Ta@?cALO@q@JIl@E`BNlAPfBBd@K`DWzBI`BDnAGt@@nANVFHHJ~@B~@Cx@B\Ep@@NJLfBBjBA`AThBDzBPdCFrDd@xGTz@Ll@BJDd@[vBeCHUHm@@}@Da@USI]KQIa@?YYaAWsAY_A?F`@tA@NkB@}@BqCOYAAFBBZEfADfAHhCIPDHFDf@b@xBXt@JlBW~@qA~AYl@AEUJaACu@OeCOa@@kBKKBeB]eACy@I}@?qBUgCOmAG_@@mCGe@EGEAMP}DKuAOK_@AaBUiA?_@Fu@@OCc@D_@G}@LiABgC^c@Bc@IsAKIB_C[{@@KJEPMjCCJGJWFWAo@Lm@Dc@JSLoAlAu@TSAGEIQQs@KKk@WaCy@g@I_BMgBc@q@Gi@@u@PcA`@QFMAMWE]EcAa@gE?OFSB[Jg@FAj@m@DWEMIH@\?GFC?ECAOJEJWZO^G^?pAHd@?XHdA@^A^NnA@TELSD]PoAx@gEpAiCLgDZg@?qFZcENE@?FxBElG_@t@?fBQ`BAzAU`@Ct@MlA]tAg@d@WbBiADGCc@WuAGmABKCM@aAEKA]KQYCq@JsAB}@CoCLuAAWD[Ec@DUACE@QC\y@DGF?j@EX@ZKFe@OAKAa@Va@BUCUGS]M@g@DMr@@F@FFBPC|@DJFBXAHITGBKC_@,36.36,3450,Bachelors Night Out,0,0,FALSE,2,2019-11-29T21:52:15Z,2019-11-29T15:52:15Z,12.099779,12.099779,-86.255043,-86.255043,(GMT-06:00) America/Managua,288.2,3,FALSE,Ride,3083359540,3083359540,-21600,everyone,NA,NA,109.2,FALSE,b5064737,376.9,NA,NA,NA,NA,10
0,1,16188172,1,6.573600000000001,0,FALSE,FALSE,7.8052,5587,290.2,161,12.114384,-86.279776,FC11D9B2-6220-4197-A739-28F22C59D900,FALSE,FALSE,FALSE,FALSE,FALSE,2920509721,2,FALSE,a2920509721,2,oa}hAhormOAKFK?u@@KBCD?JDd@Gb@Ad@H^K`@U`AUJ@Tb@RNPDH?^Dd@Ar@GdBWd@CJBR@REN?LC^BVHTBX?b@DV?\JZBLAHBAEIEJAR@RBl@?^E^@bBCdBH^Gd@Oj@KH?PFH?NI`@GHGNCXBTEt@Cl@UXCr@@XANHTD\ChABrAEPDXJ|@LTHXE`@DJC\?n@Qr@e@d@Oh@AtA@f@OFK^UHELAd@YZGV?b@IPBDAK?De@KmA@q@CDE@D??EDV?`@DZBf@DXJBn@?VCnB]NBXAf@DZERHj@Ht@ETDR?X@z@CLJJ?`ARJ?TDf@BPDN?LDb@DvBHz@LPCPBCC_@CDBBSGOA]Ig@KEMYCS@KCSBMAKVYLSHELABEDk@IW@KAMBGZUGGJBCCS@e@C_@Kw@GMGOCw@So@a@@ECA_@DsAOc@HiA?yAS}@[q@c@qBaBe@i@UKOEEB@FNNBNEf@Oz@Q`@o@^CJFIb@[NUNc@?SJW?SBMEUMMe@]YO@CGOBQHOHkBFg@@u@F[?GCCKG{@A[Gq@D]EE@AByBAs@O[?[KaAQG?UFWECBKAS@OIcAUSIiA?c@IQ@JAEC_@?[SK@SEm@?OBs@@[AU@YGQ@_@GM?]GQ?s@KY?qAQkACkAIk@Io@Ck@I}@EcDY[GS?EBD@BFGF?FARBDTJb@JnADvAP^TPPHRAf@WfB@JGHODg@CAB?p@Cn@@BCXCDI?AD_@LGrA@PGr@Gf@OLCRDB?KWd@mAhA[f@CL@L@EGOBAw@RIX?FHDLPLDRRFHN\Nr@Hn@Ah@NjA@x@FbB?t@HZCjABt@Hz@Af@BPAZVpEARDf@CJGFQBsAJi@@YLoDf@g@JOHS@QCGLUBWJqANQAIPMFUA[Du@Ii@NE?EGEAQFKEM@KCY?M?IH]EM@]Ga@Ce@HCEE@SJSBIFKBYE{AFqAQc@@IEw@GCGIGGKKmALk@BQG_BEc@?g@E_ABCWcBAQBIJEXBZKZERAJBHIHMJADBDAp@Sd@IJEJ@HIJBb@W`@MZGJ?VKJ@FZ?PGH?BD@SBGO?DDAEABD@EABDD,14.04,4274,Hash Prep,0,0,FALSE,2,2019-12-08T17:55:17Z,2019-12-08T11:55:17Z,12.114324,12.114324,-86.279727,-86.279727,(GMT-06:00) America/Managua,184.4,3,FALSE,Run,3107280044,3107280044,-21600,everyone,NA,NA,NA,NA,g3492473,NA,NA,NA,NA,NA,0
